pos_single;pos_context;base_single;base_context;orth_single;orth_context;number_single;number_context;case_single;case_context;gender_single;gender_context;rel_tok_distance;pos_between;phrase_type;sumo_concept;synset_id;sumo_concept_bs;synset_id_bs;pos_context_bs;base_context_bs;orth_context_bs;number_context_bs;case_context_bs;gender_context_bs;pos_context_bow;base_context_bow;orth_context_bow;number_context_bow;case_context_bow;gender_context_bow;synset_id_bow;first_predicate;second_predicate;relation_name
"subst;subst";"adjsubstadjgersubst;substinterpconjsubstsubst";"naprawa;państwo";"wszystek;kluba;parlamentarny;zawrzeć;blok;państwo;,;czyli;forma;koalicja";"Naprawy;Państwa";"wszystkim;klubom;parlamentarnym;zawarcie;Bloku;Państwa;,;czyli;formy;koalicji";"sg;sg";"plplsgsgsg;sg__sgsg";"gen;gen";"datdatinstaccgen;gen__gengen";"f;n";"ffnnm3;n__ff";1;;chunk_np;equivalent:Repairing_subsumed:GeographicArea;"19597;226868";equivalent:Repairing_subsumed:GeographicArea;"19597;226868";"adjsubstadjgersubst;substinterpconjsubstsubst";"wszystek;kluba;parlamentarny;zawrzeć;blok;państwo;,;czyli;forma;koalicja";"wszystkim;klubom;parlamentarnym;zawarcie;Bloku;Państwa;,;czyli;formy;koalicji";"plplsgsgsg;sg__sgsg";"datdatinstaccgen;gen__gengen";"ffnnm3;n__ff";"adjsubstadjgersubst;substinterpconjsubstsubst";"wszystek;kluba;parlamentarny;zawrzeć;blok;państwo;,;czyli;forma;koalicja";"wszystkim;klubom;parlamentarnym;zawarcie;Bloku;Państwa;,;czyli;formy;koalicji";"plplsgsgsg;sg__sgsg";"datdatinstaccgen;gen__gengen";"ffnnm3;n__ff";"19597;226868";"1;0";"0;0";"undergoer;patient"
"subst;subst";"adjsubstadjgersubst;substinterpconjsubstsubst";"naprawa;państwo";"wszystek;kluba;parlamentarny;zawrzeć;blok;państwo;,;czyli;forma;koalicja";"Naprawy;Państwa";"wszystkim;klubom;parlamentarnym;zawarcie;Bloku;Państwa;,;czyli;formy;koalicji";"sg;sg";"plplsgsgsg;sg__sgsg";"gen;gen";"datdatinstaccgen;gen__gengen";"f;n";"ffnnm3;n__ff";1;;chunk_np;equivalent:Repairing_subsumed:GeographicArea;"19597;226868";equivalent:Repairing_subsumed:GeographicArea;"19597;226868";"adjsubstadjgersubst;substinterpconjsubstsubst";"wszystek;kluba;parlamentarny;zawrzeć;blok;państwo;,;czyli;forma;koalicja";"wszystkim;klubom;parlamentarnym;zawarcie;Bloku;Państwa;,;czyli;formy;koalicji";"plplsgsgsg;sg__sgsg";"datdatinstaccgen;gen__gengen";"ffnnm3;n__ff";"adjsubstadjgersubst;substinterpconjsubstsubst";"wszystek;kluba;parlamentarny;zawrzeć;blok;państwo;,;czyli;forma;koalicja";"wszystkim;klubom;parlamentarnym;zawarcie;Bloku;Państwa;,;czyli;formy;koalicji";"plplsgsgsg;sg__sgsg";"datdatinstaccgen;gen__gengen";"ffnnm3;n__ff";"19597;226868";"1;0";"0;0";"undergoer;patient"
"pact;subst";"substinterpconjsubstsubst;substsubstinterpadjprep";"popierać;koalicja";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"popierającej;koalicji";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg;sg";"sg__sgsg;sgsg_sg_";"gen;gen";"gen__gengen;accgen_nominst";"f;f";"n__ff;m3m1_f_";1;;chunk_np;"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"2447;1259";"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"2447;1259";"substinterpconjsubstsubst;substsubstinterpadjprep";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg__sgsg;sgsg_sg_";"gen__gengen;accgen_nominst";"n__ff;m3m1_f_";"substinterpconjsubstsubst;substsubstinterpadjprep";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg__sgsg;sgsg_sg_";"gen__gengen;accgen_nominst";"n__ff;m3m1_f_";"2447;1259";"0;0";"0;0";"actor;agent"
"pact;subst";"substinterpconjsubstsubst;substsubstinterpadjprep";"popierać;rząd";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"popierającej;rząd";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg;sg";"sg__sgsg;sgsg_sg_";"gen;acc";"gen__gengen;accgen_nominst";"f;m3";"n__ff;m3m1_f_";1;;chunk_np;"NONE_subsumed:PoliticalOrganization;equivalent:Government";"2447;888";"NONE_subsumed:PoliticalOrganization;equivalent:Government";"2447;888";"substinterpconjsubstsubst;substsubstinterpadjprep";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg__sgsg;sgsg_sg_";"gen__gengen;accgen_nominst";"n__ff;m3m1_f_";"substinterpconjsubstsubst;substsubstinterpadjprep";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg__sgsg;sgsg_sg_";"gen__gengen;accgen_nominst";"n__ff;m3m1_f_";"2447;888";"0;0";"0;1";"undergoer;theme"
"subst;adj";"substadvprepadjadj;prepppassubstinterpNONE";"ustalenie;wczesny";"rozmowa;publicznie;bez;żaden;wczesny;z;zainteresować;strona;.;NONE";"ustaleń;wcześniejszych";"rozmów;publicznie;bez;żadnych;wcześniejszych;z;zainteresowanymi;stronami;.;NONE";"pl;pl";"pl__plpl;_plpl_";"gen;gen";"gen_gengengen;instinstinst_";"n;n";"f__nn;_ff_";1;;chunk_np;NONE_NONE;"98353;10544";NONE_NONE;"98353;10544";"substadvprepadjadj;prepppassubstinterpNONE";"rozmowa;publicznie;bez;żaden;wczesny;z;zainteresować;strona;.;NONE";"rozmów;publicznie;bez;żadnych;wcześniejszych;z;zainteresowanymi;stronami;.;NONE";"pl__plpl;_plpl_";"gen_gengengen;instinstinst_";"f__nn;_ff_";"substadvprepadjadj;prepppassubstinterpNONE";"rozmowa;publicznie;bez;żaden;wczesny;z;zainteresować;strona;.;NONE";"rozmów;publicznie;bez;żadnych;wcześniejszych;z;zainteresowanymi;stronami;.;NONE";"pl__plpl;_plpl_";"gen_gengengen;instinstinst_";"f__nn;_ff_";"98353;10544";"1;0";"0;0";manner
"subst;subst";"adjsubstinterpadjprep;substinterpNONENONENONE";"wykonanie;Kaczyński";"chocholi;taniec;"";koalicyjny;w;Kaczyński;.;NONE;NONE;NONE";"wykonaniu;Kaczyńskiego";"chocholich;tańców;"";koalicyjnych;w;Kaczyńskiego;.;NONE;NONE;NONE";"sg;sg";"plpl_pl_;sg_";"loc;gen";"gengen_genloc;gen_";"n;m1";"m3m3_m3_;m1_";1;;chunk_np;NONE_NONE;"99626;NONE";NONE_NONE;"99626;NONE";"adjsubstinterpadjprep;substinterpNONENONENONE";"chocholi;taniec;"";koalicyjny;w;Kaczyński;.;NONE;NONE;NONE";"chocholich;tańców;"";koalicyjnych;w;Kaczyńskiego;.;NONE;NONE;NONE";"plpl_pl_;sg_";"gengen_genloc;gen_";"m3m3_m3_;m1_";"adjsubstinterpadjprep;substinterpNONENONENONE";"chocholi;taniec;"";koalicyjny;w;Kaczyński;.;NONE;NONE;NONE";"chocholich;tańców;"";koalicyjnych;w;Kaczyńskiego;.;NONE;NONE;NONE";"plpl_pl_;sg_";"gengen_genloc;gen_";"m3m3_m3_;m1_";"99626;NONE";"1;0";"0;0";"actor;agent"
"subst;subst";"numinterpsubstadvfin;substNONENONENONENONE";"praca;sejm";"51;%;Polak;źle;oceniać;sejm;NONE;NONE;NONE;NONE";"pracę;Sejmu";"51;%;Polaków;źle;ocenia;Sejmu;NONE;NONE;NONE;NONE";"sg;sg";"pl_pl_sg;sg";"acc;gen";"nom_gen__;gen";"f;m3";"m3_m1__;m3";1;;chunk_np;instance_of:IntentionalProcess_subsumed:LegislativeOrganization;"16474;240718";instance_of:IntentionalProcess_subsumed:LegislativeOrganization;"16474;240718";"numinterpsubstadvfin;substNONENONENONENONE";"51;%;Polak;źle;oceniać;sejm;NONE;NONE;NONE;NONE";"51;%;Polaków;źle;ocenia;Sejmu;NONE;NONE;NONE;NONE";"pl_pl_sg;sg";"nom_gen__;gen";"m3_m1__;m3";"numinterpsubstadvfin;substNONENONENONENONE";"51;%;Polak;źle;oceniać;sejm;NONE;NONE;NONE;NONE";"51;%;Polaków;źle;ocenia;Sejmu;NONE;NONE;NONE;NONE";"pl_pl_sg;sg";"nom_gen__;gen";"m3_m1__;m3";"16474;240718";"0;0";"0;0";"actor;agent"
"ppas;subst";"NONENONEprepadjsubst;prepsubstqubsubstsubst";"przeprowadzić;CBOS";"NONE;NONE;w;nowy;sondaż;przez;CBOS;ponad;połowa;Polak";"przeprowadzonym;CBOS";"NONE;NONE;W;najnowszym;sondażu;przez;CBOS;ponad;połowa;Polaków";"sg;sg";"_sgsg;_sg_sgpl";"loc;acc";"loclocloc;accacc_nomgen";"m3;m3";"_m3m3;_m3_fm1";2;prep;chunk_np;NONE_NONE;"52028;NONE";NONE_NONE;"52028;NONE";"NONENONEprepadjsubst;prepsubstqubsubstsubst";"NONE;NONE;w;nowy;sondaż;przez;CBOS;ponad;połowa;Polak";"NONE;NONE;W;najnowszym;sondażu;przez;CBOS;ponad;połowa;Polaków";"_sgsg;_sg_sgpl";"loclocloc;accacc_nomgen";"_m3m3;_m3_fm1";"NONENONEprepadjsubst;prepsubstqubsubstsubst";"NONE;NONE;w;nowy;sondaż;przez;CBOS;ponad;połowa;Polak";"NONE;NONE;W;najnowszym;sondażu;przez;CBOS;ponad;połowa;Polaków";"_sgsg;_sg_sgpl";"loclocloc;accacc_nomgen";"_m3m3;_m3_fm1";"52028;NONE";"0;0";"0;0";"actor;agent"
"ppas;subst";"NONENONEprepadjsubst;prepsubstqubsubstsubst";"przeprowadzić;sondaż";"NONE;NONE;w;nowy;sondaż;przez;CBOS;ponad;połowa;Polak";"przeprowadzonym;sondażu";"NONE;NONE;W;najnowszym;sondażu;przez;CBOS;ponad;połowa;Polaków";"sg;sg";"_sgsg;_sg_sgpl";"loc;loc";"loclocloc;accacc_nomgen";"m3;m3";"_m3m3;_m3_fm1";1;;chunk_np;NONE_instance_of:Investigating;"52028;14768";NONE_instance_of:Investigating;"52028;14768";"NONENONEprepadjsubst;prepsubstqubsubstsubst";"NONE;NONE;w;nowy;sondaż;przez;CBOS;ponad;połowa;Polak";"NONE;NONE;W;najnowszym;sondażu;przez;CBOS;ponad;połowa;Polaków";"_sgsg;_sg_sgpl";"loclocloc;accacc_nomgen";"_m3m3;_m3_fm1";"NONENONEprepadjsubst;prepsubstqubsubstsubst";"NONE;NONE;w;nowy;sondaż;przez;CBOS;ponad;połowa;Polak";"NONE;NONE;W;najnowszym;sondażu;przez;CBOS;ponad;połowa;Polaków";"_sgsg;_sg_sgpl";"loclocloc;accacc_nomgen";"_m3m3;_m3_fm1";"52028;14768";"0;0";"0;0";undergoer
"subst;subst";"numinterpinterpadvfin;substinterpNONENONENONE";"praca;sejm";"51;%;);źle;oceniać;sejm;.;NONE;NONE;NONE";"pracę;Sejmu";"51;%;);źle;ocenia;Sejmu;.;NONE;NONE;NONE";"sg;sg";"pl___sg;sg_";"acc;gen";"nom____;gen_";"f;m3";"m3____;m3_";1;;chunk_np;instance_of:IntentionalProcess_subsumed:LegislativeOrganization;"16474;240718";instance_of:IntentionalProcess_subsumed:LegislativeOrganization;"16474;240718";"numinterpinterpadvfin;substinterpNONENONENONE";"51;%;);źle;oceniać;sejm;.;NONE;NONE;NONE";"51;%;);źle;ocenia;Sejmu;.;NONE;NONE;NONE";"pl___sg;sg_";"nom____;gen_";"m3____;m3_";"numinterpinterpadvfin;substinterpNONENONENONE";"51;%;);źle;oceniać;sejm;.;NONE;NONE;NONE";"51;%;);źle;ocenia;Sejmu;.;NONE;NONE;NONE";"pl___sg;sg_";"nom____;gen_";"m3____;m3_";"16474;240718";"0;0";"0;0";"actor;agent"
"subst;adj";"praetsubstconjsubstadj;interpNONENONENONENONE";"kadencja;poprzedni";"uzyskać;sejm;i;senat;poprzedni;.;NONE;NONE;NONE;NONE";"kadencji;poprzedniej";"uzyskał;Sejm;i;Senat;poprzedniej;.;NONE;NONE;NONE;NONE";"sg;sg";"sgsg_sgsg;_";"gen;gen";"_nom_nomgen;_";"f;f";"m3m3_m3f;_";1;;chunk_np;subsumed:TimeInterval_NONE;"1179;400809";subsumed:TimeInterval_NONE;"1179;400809";"praetsubstconjsubstadj;interpNONENONENONENONE";"uzyskać;sejm;i;senat;poprzedni;.;NONE;NONE;NONE;NONE";"uzyskał;Sejm;i;Senat;poprzedniej;.;NONE;NONE;NONE;NONE";"sgsg_sgsg;_";"_nom_nomgen;_";"m3m3_m3f;_";"praetsubstconjsubstadj;interpNONENONENONENONE";"uzyskać;sejm;i;senat;poprzedni;.;NONE;NONE;NONE;NONE";"uzyskał;Sejm;i;Senat;poprzedniej;.;NONE;NONE;NONE;NONE";"sgsg_sgsg;_";"_nom_nomgen;_";"m3m3_m3f;_";"1179;400809";"0;0";"0;0";attribute
"subst;adj";"prepadjsubstsubstadj;interpconjadjprepsubst";"parlament;poprzedni";"w;ostatni;miesiąc;kadencja;poprzedni;,;ale;zły;w;porównanie";"parlamentu;poprzedniego";"w;ostatnich;miesiącach;kadencji;poprzedniego;,;ale;gorsze;w;porównaniu";"sg;sg";"_plplsgsg;__pl_sg";"gen;gen";"locloclocgengen;__nomlocloc";"m3;m3";"_m3m3fm3;__m3_n";1;;chunk_np;"subsumed:Government;equivalent:Parliament_NONE";"7813;400809";"subsumed:Government;equivalent:Parliament_NONE";"7813;400809";"prepadjsubstsubstadj;interpconjadjprepsubst";"w;ostatni;miesiąc;kadencja;poprzedni;,;ale;zły;w;porównanie";"w;ostatnich;miesiącach;kadencji;poprzedniego;,;ale;gorsze;w;porównaniu";"_plplsgsg;__pl_sg";"locloclocgengen;__nomlocloc";"_m3m3fm3;__m3_n";"prepadjsubstsubstadj;interpconjadjprepsubst";"w;ostatni;miesiąc;kadencja;poprzedni;,;ale;zły;w;porównanie";"w;ostatnich;miesiącach;kadencji;poprzedniego;,;ale;gorsze;w;porównaniu";"_plplsgsg;__pl_sg";"locloclocgengen;__nomlocloc";"_m3m3fm3;__m3_n";"7813;400809";"0;0";"0;0";attribute
"subst;adj";"interpcomppredadvadj;interpNONENONENONENONE";"wynik;niski";",;że;to;bardzo;niski;.;NONE;NONE;NONE;NONE";"wynik;niski";",;że;to;bardzo;niski;.;NONE;NONE;NONE;NONE";"sg;sg";"____sg;_";"nom;nom";"____nom;_";"m3;m3";"____m3;_";1;;chunk_np;"subsumed:Entity;subsumed:Process_subsumed:SubjectiveWeakNegativeAttribute";"5195;223931";"subsumed:Entity;subsumed:Process_subsumed:SubjectiveWeakNegativeAttribute";"5195;223931";"interpcomppredadvadj;interpNONENONENONENONE";",;że;to;bardzo;niski;.;NONE;NONE;NONE;NONE";",;że;to;bardzo;niski;.;NONE;NONE;NONE;NONE";"____sg;_";"____nom;_";"____m3;_";"interpcomppredadvadj;interpNONENONENONENONE";",;że;to;bardzo;niski;.;NONE;NONE;NONE;NONE";",;że;to;bardzo;niski;.;NONE;NONE;NONE;NONE";"____sg;_";"____nom;_";"____m3;_";"5195;223931";"0;0";"0;0";attribute
"subst;adj";"NONENONENONENONEadj;interpsubstsubstpraetprep";"prezydent;poprzedni";"NONE;NONE;NONE;NONE;poprzedni;,;Aleksander;Kwaśniewski;osiągać;o";"prezydent;Poprzedni";"NONE;NONE;NONE;NONE;Poprzedni;,;Aleksander;Kwaśniewski;osiągał;o";"sg;sg";"sg;_sgsgsg_";"nom;nom";"nom;_nomnom_acc";"m1;m1";"m1;_m1m1m1_";1;;chunk_np;subsumed:President_NONE;"6193;400809";subsumed:President_NONE;"6193;400809";"NONENONENONENONEadj;interpsubstsubstpraetprep";"NONE;NONE;NONE;NONE;poprzedni;,;Aleksander;Kwaśniewski;osiągać;o";"NONE;NONE;NONE;NONE;Poprzedni;,;Aleksander;Kwaśniewski;osiągał;o";"sg;_sgsgsg_";"nom;_nomnom_acc";"m1;_m1m1m1_";"NONENONENONENONEadj;interpsubstsubstpraetprep";"NONE;NONE;NONE;NONE;poprzedni;,;Aleksander;Kwaśniewski;osiągać;o";"NONE;NONE;NONE;NONE;Poprzedni;,;Aleksander;Kwaśniewski;osiągał;o";"sg;_sgsgsg_";"nom;_nomnom_acc";"m1;_m1m1m1_";"6193;400809";"0;0";"0;0";attribute
"subst;subst";"numinterpsubstadvfin;substNONENONENONENONE";"praca;sejm";"51;%;Polak;źle;oceniać;sejm;NONE;NONE;NONE;NONE";"pracę;Sejmu";"51;%;Polaków;źle;ocenia;Sejmu;NONE;NONE;NONE;NONE";"sg;sg";"pl_pl_sg;sg";"acc;gen";"nom_gen__;gen";"f;m3";"m3_m1__;m3";1;;chunk_np;instance_of:IntentionalProcess_subsumed:LegislativeOrganization;"16474;240718";instance_of:IntentionalProcess_subsumed:LegislativeOrganization;"16474;240718";"numinterpsubstadvfin;substNONENONENONENONE";"51;%;Polak;źle;oceniać;sejm;NONE;NONE;NONE;NONE";"51;%;Polaków;źle;ocenia;Sejmu;NONE;NONE;NONE;NONE";"pl_pl_sg;sg";"nom_gen__;gen";"m3_m1__;m3";"numinterpsubstadvfin;substNONENONENONENONE";"51;%;Polak;źle;oceniać;sejm;NONE;NONE;NONE;NONE";"51;%;Polaków;źle;ocenia;Sejmu;NONE;NONE;NONE;NONE";"pl_pl_sg;sg";"nom_gen__;gen";"m3_m1__;m3";"16474;240718";"0;0";"0;0";"actor;agent"
"ppas;subst";"NONENONEprepadjsubst;prepsubstqubsubstsubst";"przeprowadzić;CBOS";"NONE;NONE;w;nowy;sondaż;przez;CBOS;ponad;połowa;Polak";"przeprowadzonym;CBOS";"NONE;NONE;W;najnowszym;sondażu;przez;CBOS;ponad;połowa;Polaków";"sg;sg";"_sgsg;_sg_sgpl";"loc;acc";"loclocloc;accacc_nomgen";"m3;m3";"_m3m3;_m3_fm1";2;prep;chunk_np;NONE_NONE;"52028;NONE";NONE_NONE;"52028;NONE";"NONENONEprepadjsubst;prepsubstqubsubstsubst";"NONE;NONE;w;nowy;sondaż;przez;CBOS;ponad;połowa;Polak";"NONE;NONE;W;najnowszym;sondażu;przez;CBOS;ponad;połowa;Polaków";"_sgsg;_sg_sgpl";"loclocloc;accacc_nomgen";"_m3m3;_m3_fm1";"NONENONEprepadjsubst;prepsubstqubsubstsubst";"NONE;NONE;w;nowy;sondaż;przez;CBOS;ponad;połowa;Polak";"NONE;NONE;W;najnowszym;sondażu;przez;CBOS;ponad;połowa;Polaków";"_sgsg;_sg_sgpl";"loclocloc;accacc_nomgen";"_m3m3;_m3_fm1";"52028;NONE";"0;0";"0;0";"actor;agent"
"subst;subst";"numinterpinterpadvfin;substinterpNONENONENONE";"praca;sejm";"51;%;);źle;oceniać;sejm;.;NONE;NONE;NONE";"pracę;Sejmu";"51;%;);źle;ocenia;Sejmu;.;NONE;NONE;NONE";"sg;sg";"pl___sg;sg_";"acc;gen";"nom____;gen_";"f;m3";"m3____;m3_";1;;chunk_np;instance_of:IntentionalProcess_subsumed:LegislativeOrganization;"16474;240718";instance_of:IntentionalProcess_subsumed:LegislativeOrganization;"16474;240718";"numinterpinterpadvfin;substinterpNONENONENONE";"51;%;);źle;oceniać;sejm;.;NONE;NONE;NONE";"51;%;);źle;ocenia;Sejmu;.;NONE;NONE;NONE";"pl___sg;sg_";"nom____;gen_";"m3____;m3_";"numinterpinterpadvfin;substinterpNONENONENONE";"51;%;);źle;oceniać;sejm;.;NONE;NONE;NONE";"51;%;);źle;ocenia;Sejmu;.;NONE;NONE;NONE";"pl___sg;sg_";"nom____;gen_";"m3____;m3_";"16474;240718";"0;0";"0;0";"actor;agent"
"subst;adj";"numinterpadjinterpadj;praetnuminterpinterpconj";"opinia;pozytywny";"42;%;ankietowy;,;pozytywny;wystawić;27;%;,;a";"opinie;pozytywne";"42;%;ankietowych;,;pozytywne;wystawiło;27;%;,;a";"pl;pl";"pl_pl_pl;sgpl___";"nom;nom";"nom_gen_nom;_nom___";"f;f";"m3_m3_f;nm3___";1;;chunk_np;"subsumed:Classifying;subsumed:Comparing_NONE";"2030;105768";"subsumed:Classifying;subsumed:Comparing_NONE";"2030;105768";"numinterpadjinterpadj;praetnuminterpinterpconj";"42;%;ankietowy;,;pozytywny;wystawić;27;%;,;a";"42;%;ankietowych;,;pozytywne;wystawiło;27;%;,;a";"pl_pl_pl;sgpl___";"nom_gen_nom;_nom___";"m3_m3_f;nm3___";"numinterpadjinterpadj;praetnuminterpinterpconj";"42;%;ankietowy;,;pozytywny;wystawić;27;%;,;a";"42;%;ankietowych;,;pozytywne;wystawiło;27;%;,;a";"pl_pl_pl;sgpl___";"nom_gen_nom;_nom___";"m3_m3_f;nm3___";"2030;105768";"0;0";"0;0";manner
"ppas;adj";"finppron3adjprepadj;prepadjsubstsubstadj";"przeprowadzać;ten";"być;on;dobry;od;ten;w;ostatni;miesiąc;kadencja;poprzedni";"przeprowadzanych;tych";"Są;one;lepsze;od;tych;w;ostatnich;miesiącach;kadencji;poprzedniego";"pl;pl";"plplpl_pl;_plplsgsg";"gen;gen";"_nomnomgengen;locloclocgengen";"m3;m3";"_m3m3_m3;_m3m3fm3";1;;chunk_np;NONE_NONE;"59820;514";NONE_NONE;"59820;514";"finppron3adjprepadj;prepadjsubstsubstadj";"być;on;dobry;od;ten;w;ostatni;miesiąc;kadencja;poprzedni";"Są;one;lepsze;od;tych;w;ostatnich;miesiącach;kadencji;poprzedniego";"plplpl_pl;_plplsgsg";"_nomnomgengen;locloclocgengen";"_m3m3_m3;_m3m3fm3";"finppron3adjprepadj;prepadjsubstsubstadj";"być;on;dobry;od;ten;w;ostatni;miesiąc;kadencja;poprzedni";"Są;one;lepsze;od;tych;w;ostatnich;miesiącach;kadencji;poprzedniego";"plplpl_pl;_plplsgsg";"_nomnomgengen;locloclocgengen";"_m3m3_m3;_m3m3fm3";"59820;514";"0;0";"0;0";"undergoer;theme"
"ppas;adj";"finppron3adjprepadj;prepadjsubstsubstadj";"przeprowadzać;ten";"być;on;dobry;od;ten;w;ostatni;miesiąc;kadencja;poprzedni";"przeprowadzanych;tych";"Są;one;lepsze;od;tych;w;ostatnich;miesiącach;kadencji;poprzedniego";"pl;pl";"plplpl_pl;_plplsgsg";"gen;gen";"_nomnomgengen;locloclocgengen";"m3;m3";"_m3m3_m3;_m3m3fm3";1;;chunk_np;NONE_NONE;"59820;514";NONE_NONE;"59820;514";"finppron3adjprepadj;prepadjsubstsubstadj";"być;on;dobry;od;ten;w;ostatni;miesiąc;kadencja;poprzedni";"Są;one;lepsze;od;tych;w;ostatnich;miesiącach;kadencji;poprzedniego";"plplpl_pl;_plplsgsg";"_nomnomgengen;locloclocgengen";"_m3m3_m3;_m3m3fm3";"finppron3adjprepadj;prepadjsubstsubstadj";"być;on;dobry;od;ten;w;ostatni;miesiąc;kadencja;poprzedni";"Są;one;lepsze;od;tych;w;ostatnich;miesiącach;kadencji;poprzedniego";"plplpl_pl;_plplsgsg";"_nomnomgengen;locloclocgengen";"_m3m3_m3;_m3m3fm3";"59820;514";"0;0";"0;0";"undergoer;theme"
"subst;subst";"NONENONENONENONEprep;substimpsqubsubstprep";"badanie;CBOS";"NONE;NONE;NONE;NONE;w;CBOS;sprawdzać;także;sympatia;wobec";"badaniach;CBOS";"NONE;NONE;NONE;NONE;W;CBOS;sprawdzano;także;sympatię;wobec";"pl;sg";"_;sg__sg_";"loc;gen";"loc;gen__accgen";"n;n";"_;n__f_";1;;chunk_np;subsumed:Investigating_NONE;"103159;NONE";subsumed:Investigating_NONE;"103159;NONE";"NONENONENONENONEprep;substimpsqubsubstprep";"NONE;NONE;NONE;NONE;w;CBOS;sprawdzać;także;sympatia;wobec";"NONE;NONE;NONE;NONE;W;CBOS;sprawdzano;także;sympatię;wobec";"_;sg__sg_";"loc;gen__accgen";"_;n__f_";"NONENONENONENONEprep;substimpsqubsubstprep";"NONE;NONE;NONE;NONE;w;CBOS;sprawdzać;także;sympatia;wobec";"NONE;NONE;NONE;NONE;W;CBOS;sprawdzano;także;sympatię;wobec";"_;sg__sg_";"loc;gen__accgen";"_;n__f_";"103159;NONE";"1;0";"0;0";"actor;agent"
"subst;subst";"NONENONENONENONEprep;substimpsqubsubstprep";"badanie;CBOS";"NONE;NONE;NONE;NONE;w;CBOS;sprawdzać;także;sympatia;wobec";"badaniach;CBOS";"NONE;NONE;NONE;NONE;W;CBOS;sprawdzano;także;sympatię;wobec";"pl;sg";"_;sg__sg_";"loc;gen";"loc;gen__accgen";"n;n";"_;n__f_";1;;chunk_np;subsumed:Investigating_NONE;"103159;NONE";subsumed:Investigating_NONE;"103159;NONE";"NONENONENONENONEprep;substimpsqubsubstprep";"NONE;NONE;NONE;NONE;w;CBOS;sprawdzać;także;sympatia;wobec";"NONE;NONE;NONE;NONE;W;CBOS;sprawdzano;także;sympatię;wobec";"_;sg__sg_";"loc;gen__accgen";"_;n__f_";"NONENONENONENONEprep;substimpsqubsubstprep";"NONE;NONE;NONE;NONE;w;CBOS;sprawdzać;także;sympatia;wobec";"NONE;NONE;NONE;NONE;W;CBOS;sprawdzano;także;sympatię;wobec";"_;sg__sg_";"loc;gen__accgen";"_;n__f_";"103159;NONE";"1;0";"0;0";"actor;agent"
"subst;adj";"substpraetprepnumadj;conjprepsubstinterpconj";"poparcie;duży";"Kwaśniewski;osiągać;o;wiele;duży;zarówno;na;początek;,;jak";"poparcie;większe";"Kwaśniewski;osiągał;o;wiele;większe;zarówno;na;początku;,;jak";"sg;sg";"sgsg_plsg;__sg__";"acc;acc";"nom_accaccacc;_locloc__";"n;n";"m1m1_nn;__m3__";1;;chunk_np;subsumed:Cooperation_subsumed:SubjectiveWeakPositiveAttribute;"7071;104042";subsumed:Cooperation_subsumed:SubjectiveWeakPositiveAttribute;"7071;104042";"substpraetprepnumadj;conjprepsubstinterpconj";"Kwaśniewski;osiągać;o;wiele;duży;zarówno;na;początek;,;jak";"Kwaśniewski;osiągał;o;wiele;większe;zarówno;na;początku;,;jak";"sgsg_plsg;__sg__";"nom_accaccacc;_locloc__";"m1m1_nn;__m3__";"substpraetprepnumadj;conjprepsubstinterpconj";"Kwaśniewski;osiągać;o;wiele;duży;zarówno;na;początek;,;jak";"Kwaśniewski;osiągał;o;wiele;większe;zarówno;na;początku;,;jak";"sgsg_plsg;__sg__";"nom_accaccacc;_locloc__";"m1m1_nn;__m3__";"7071;104042";"1;0";"0;0";manner
